Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
I_Fudniry     26 den   R 15  4  4  5 38 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Ufushtush   23 aus   R 14  4  4  4 71 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Edobt       29 cam  LC 11  3  3  4 44 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Absart      29 hol   R  4 17  6 11 62 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Ostedn      29 den   C  5 16 10 12 47 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Storst      26 usa  LC  4 16  9  9 50 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Orstavre    22 usa   C  5 15 10  7 33 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Fabt        28 aus   L  5 15  9  6 74 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Norsobte    27 ger   L  3 15 11  7 72 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Iryoirt     27 aus   R  3 14 10  8 66 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Ruand       28 jap   C  4 13 15 12 53 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Tofondu     26 usa RLC  3 12 11 12 53 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Ejhi        17 jap   R  4 12 15  7 48 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Buartebs    21 saf   C  5 11 13 12 36 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Cejenh      21 arg  LC  3  7 18  9 31 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Trewredn    18 nig   C  4 10 16  7 73 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Amnivr      28 nor   R  4 10 15  9 27 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Ruac        24 fra   C  4 10 15 11 57 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Loonhoacl   19 ire   R  5  9 15  6 64 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Apru        22 bra   C  4 11 15 12 52 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Andobtory   23 arg   C  4  7 14  9 50 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Bruanow     23 fra   L  5  9 14 13 32 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Yoori       28 arg RLC  4 10 12  7 57 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Yigoo       20 eng   R  3 12 12 14 72 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Letrodno    29 isr   C  4 10 11  9 32 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Urstewnil   18 arg   C  4  9  9 18 42 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Ufijhu      18 jap   L  4  7  9 17 37 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Asyoiye     23 aus  LC  4 11  8 15 61 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Abtot       23 eng   R  5 10  7 15 54 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Imi         19 fra   C  4  7  9 14 52 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

