Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
L_Upri        21 hol   R 18  4  4  4 71 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Emu         28 eng   L 15  4  4  5 61 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Gabt        26 saf   L 12  4  4  3 51 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Udnoaksoa   29 fra RLC  3 18  7 11 52 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Sindamo     23 cam   R  5 17  7  9 50 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Socl        26 isr   C  4 17  7  9 60 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Q_Soobtewrs   20 fra  RC  5 16 10 11 49 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Ablewksejh  26 cam  RC  4 15 12 10 49 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Dremnorst   20 nor   R  4 15  9 12 49 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Edrestu     22 ger   C  3 14  9  6 43 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Irstebti    22 nig   L  4 13 11 11 55 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Etri        17 spa   R  4 12 14 12 56 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Mibl        23 nor   L  5 11 10 11 66 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Aparsisht   25 cam   R  4  9 13 11 32 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Yigra       17 hol   R  4 11 19  8 59 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Chamnuas    25 nig   L  3  9 18  9 48 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Pajhoacki   22 ire  RL  4 11 16  9 66 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Job         27 arg RLC  5  9 15 11 45 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Uckodramn   17 nor   L  4  7 15  7 34 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Bushabs     25 cam   C  4  7 14 12 42 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Ebti        21 bul   L  4  8 12  6 47 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Ockorsti    20 aus   R  4 10 11  6 63 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Shakabtew   23 isr RLC  5  9 11 12 57 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Oblup       19 saf   L  5  9 11 14 73 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Ryubtush    27 saf  LC  5  8 10 10 53 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Eskobse     24 saf   R  4  9 10 16 59 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Ahoryi      20 spa  RC  4  9 12 15 50 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Saeryevr    20 isr   C  5  9 12 15 64 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Odrewckoi   17 ger RLC  3  9 10 14 53 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Vadnasy     18 ire   R  5  9 10 12 33 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

