Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
H_Ohobso      21 cro   C 17  4  4  3 51 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Usyirsto    29 jap RLC 15  4  3  4 61 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Iblityogr   17 ire  RC 14  4  5  4 67 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Q_Ukoery      29 den   C  4 19  9  6 72 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Eboishtibs  22 fra   L  4 17  7 11 66 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Mersti      18 usa   R  3 17  9 11 56 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Arste       18 saf   C  3 15 10  8 27 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Obtunyen    19 eng   L  4 15 12  9 71 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Q_Iksihow     22 nig   C  4 14 12 10 48 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Drewblarse  18 jap   L  4 13  9  7 73 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Ocubtu      18 cro   C  3 13  6 11 54 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Ickoe       20 ita   R  4 13  7 10 56 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Adnowbirs   22 spa   L  5 11 11  8 53 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Clubsan     26 nor  RC  3 11 13 12 46 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Buyu        24 spa   R  3  9 19  9 55 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Ipramnaep   22 ita  LC  4  7 18 11 45 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Chujodua    24 bul   C  5  7 15  9 32 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Oshevru     24 saf   C  4  7 15  6 71 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Chipreck    29 nor  LC  5 11 14  9 69 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Mapra       26 spa   L  4  8 12  9 61 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Btewrtoa    20 den   R  4  9 12 11 41 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Ovroanuck   17 hol   C  4 11 12 12 28 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Ipronhif    21 bul   C  4  8 11  9 41 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Ubsoodsu    18 bul   C  3 10 11 11 56 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Arstoosk    28 aus   L  5  8  9 12 67 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Shenh       18 fra   C  4  8  9 18 33 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Azirse      25 eng  LC  3 11 12 17 54 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Asheclol    26 ire   C  5  6 12 17 70 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Ibsoobs     23 nig RLC  4  9 11 14 36 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Ablul       21 ire   R  5  9  8 14 56 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

