Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
E_Osuadna     29 arg RLC 16  3  4  5 64 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Ibtendoo    25 usa   R 13  3  3  5 30 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Usyu        24 ger  RL 11  4  5  4 49 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Liryobu     22 isr RLC  4 15 11  6 69 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Chubu       27 eng   L  4 14 12  6 39 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Grin        18 ita  RC  4 14 11 10 46 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Brepidne    24 nig   L  5 14  6 11 35 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Uraezu      27 bul  LC  4 14 10  6 49 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Eshoe       20 bra   R  4 14 12  6 45 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Aco         26 usa   C  4 13 10 12 31 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Q_Uto         26 arg  LC  3 13  9  9 42 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Loendakre   19 nor   R  4 13  9  9 61 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Sivrundu    23 spa   R  4 10 13  9 43 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Upaksef     25 aus   R  5 10 13 10 73 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Oksevra     27 bul  LC  5 10 16 10 63 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Unyoshtoi   21 den   R  3  9 16  9 70 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Joog        22 cro   C  4  9 15  9 34 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Kroosyucki  24 saf   L  4 11 15  9 49 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Agrurt      18 saf RLC  5  7 13  7 71 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Cednujoa    21 cam   L  4 12 13  8 54 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Btoili      17 cro   C  5  6 13  9 50 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Kursoch     26 ger   C  4  9 13 12 47 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Ertewvro    22 eng   C  4  9 12  9 62 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Cleny       29 den   C  3  6 11  9 62 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Ryobteve    24 bra   R  3 10 10 10 39 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Inhadsarst  20 nig RLC  4  9  8 17 26 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Ubloonuk    23 cam   L  4  9  9 17 35 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Tedno       20 ger   L  5 11  9 15 70 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Afu         29 ire   C  4  8 10 15 50 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Ohowfof     18 ger   L  3  7  9 14 37 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

