Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
U_Orste       25 eng   R 18  4  4  4 54 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Stoivrisko  24 eng   L 16  4  5  4 54 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Ago         17 spa   C 15  4  3  4 48 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Osya        29 den   C  3 19  9  9 53 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Jeny        25 bul   L  4 16  8  9 50 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Dram        22 eng   L  4 16  9  9 70 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Prowr       27 bra  RC  3 16  9  6 43 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Abtowvr     21 den   R  3 15 10  9 50 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Eshabtind   28 fra   R  4 15 11 10 44 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Eprabru     23 ita   R  3 14 12  6 50 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Este        26 nor  RC  3 13 10  9 66 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Andoch      22 isr   C  5 13 10  9 59 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Egrozusht   23 usa   C  3 12 11  9 50 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Ruavru      23 nig   R  3 11 14  9 73 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Stov        27 saf   R  4 10 18  7 50 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Yurs        21 jap   L  4 11 16  6 48 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Utebs       20 bul   L  4  9 15 10 42 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Fudo        21 cro   L  4  8 15  9 34 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Iveclaebl   20 cam RLC  3  9 14  7 72 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Tyugoabtu   27 den   R  4  9 13 11 53 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Ryibla      18 cro RLC  3 11 13  7 61 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Mibturst    24 cro   C  3 11 12  8 42 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Proidrods   19 cro   R  4  9 12 13 51 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Evo         21 cro   R  3  9 12 10 62 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Icka        24 hol  RC  4  7 10 13 32 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Lendubt     25 jap   R  5  7  9 18 73 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Ursavr      28 bra   L  4 10 12 15 68 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Jhemnoevro  29 ger  LC  3 12 10 15 49 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Umnuz       21 usa   L  5 10  9 12 57 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Arsiche     18 saf   R  5  7  8 11 44 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

