Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
B_Prapen      20 isr  RC 17  4  5  4 50 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Odua        24 spa   C 17  5  4  4 68 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Uchoachach  25 usa   C 12  5  4  5 58 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Jaeckuah    21 fra   R  4 19 10  7 42 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Inubt       25 saf   L  4 17  7  6 57 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Lors        19 eng   L  5 15  8  8 52 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Eda         27 ger   C  4 15  6  9 59 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Grindodn    27 nig   L  5 15  9  7 26 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Kroidsoyua  19 ger   R  4 15  9  9 35 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Anyoobtijh  27 ita   R  4 15 10  8 43 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Ekagewb     27 ita  RL  3 14  9  6 66 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Ihusyo      27 ger   R  4 12 11  9 35 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Ejua        23 fra   C  4 12 13 10 60 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Mivroe      25 cam   C  5 11  6  9 38 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Doet        19 jap RLC  4  9 19 10 31 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Ojewnho     21 bul  LC  4  8 18  9 42 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Undevr      24 isr   L  3 11 16 10 48 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Ribsoikr    18 den   C  3 12 16  9 48 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Ved         24 ita RLC  5  9 15  7 58 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Jhorstoif   17 usa   R  4 12 15  6 61 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Isti        22 eng   R  3  8 13 12 67 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Imnoavrars  24 saf   C  3 10 12 11 64 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Uprarters   25 saf   C  4  6 11 10 56 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Bushtet     29 fra   C  4  7 11 14 62 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Chuki       20 nig   R  4  9 10 14 55 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Shavoo      21 isr   R  4  6  6 18 45 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Onye        20 isr RLC  5  9  8 16 60 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Bire        24 bra   R  3  8 12 12 49 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Unoib       27 spa   R  3  9 11 12 57 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Jhowch      22 arg  RC  4 11 11 11 52 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

