Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
R_Edruasoej   28 eng   R 16  5  4  4 62 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Tibe        22 ire   C 16  4  4  3 65 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Krastande   28 nor   C 13  5  3  3 69 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Btirtuche   23 saf   C  5 19  8 10 28 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Powhety     24 ita   C  3 19  9 12 47 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Ubtoosowst  21 spa   C  4 18  6 12 31 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Kirst       19 ita   C  5 16  9 10 27 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Fusyibs     21 jap   R  3 15  8  7 56 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Absiksoev   27 cam   L  4 14 12  6 56 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Ibsiruv     23 cam   C  4 13  6  7 28 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Ashtaryu    23 bra   C  4 13 11 10 32 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Stotim      21 arg  RC  3 12 11 10 70 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Vaedn       25 nor   R  3 12 15  7 66 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Itrevabr    18 ger   L  4 11  9 11 73 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Ryoiskoi    18 fra   R  3  7 18  9 38 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Orstitr     28 saf   R  3  6 18  9 42 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Ocke        23 nig   C  4  6 16 12 61 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Udnual      23 jap   C  4  9 15  7 45 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Obsu        21 aus   L  5 12 15 13 64 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Trundi      18 cam  RL  4  9 15 11 33 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Gosht       22 aus  LC  3  7 13 12 42 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Ibsuado     28 arg RLC  4  9 13  8 50 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Hanharte    22 usa   R  4 10 13 11 32 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Okse        26 cam   R  4 10 12 12 36 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Furt        23 cam   R  4  8 12 12 34 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Ovusy       26 ire   L  4 10  9 18 52 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Menhoecla   23 saf   R  5 12  6 17 50 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Evrarsa     18 saf   C  5  6  9 14 34 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Ishtowfort  23 bra   L  4  6  8 14 26 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Isyirto     17 saf  LC  5  6 11 12 27 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

