Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
M_Kriro       20 bra   C 17  4  4  3 28 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Ushowr      25 bul RLC 17  3  5  4 35 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Ijhoafo     19 ire  RC 16  5  4  3 45 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Irahads     23 isr   R  4 19 10  8 46 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Peg         29 eng   R  3 17  8  9 64 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Q_Uchora      19 aus   C  4 17  9  8 41 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Arstendebt  21 bul   C  4 16  9  9 53 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Kurstechae  24 cam   R  4 16  6  9 49 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Pashick     26 saf RLC  4 15 10 11 51 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Godsep      25 eng   L  4 15  9  9 49 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Traskamn    17 eng   C  4 15  7  8 43 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Krost       26 cro   L  3 15 10 12 56 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Drashtewsy  29 spa   R  4 12 13 11 44 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Jowkavro    23 spa  LC  3 12 12  6 54 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Onyojeck    23 ita   L  4 12 19  9 36 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Ovrewvrids  23 spa   C  3  9 17 11 65 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Erti        27 ire   L  3  9 17  7 33 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Ishtusk     23 eng   R  3  9 16 12 53 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Ubladus     18 nig   R  5  6 16  9 47 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Drondabsoo  18 fra  LC  5 12 15  7 32 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Itrid       28 hol   L  4 11 15  6 37 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Yoks        22 usa RLC  4  8 15  6 52 22 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Jhivr       19 arg   C  3  9 12 15 65 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Hinyaj      29 usa   C  4  9 10 12 71 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Ityi        23 isr   C  5  6 10 12 55 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Lakroids    23 usa   C  3 10  9 18 51 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Ifishupr    18 cam   C  4  7 10 18 69 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Atrateg     18 ger   C  4  9  9 17 52 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
R_Puvrubt     24 spa   C  4  6 10 12 45 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Y_Ibruksirs   25 spa  LC  4  6  6 12 59 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

