Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
X_Oshtoa      21 bul   L 19  3  4  4 43 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Krund       19 hol   L 15  5  4  3 47 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Branya      20 jap   C 13  4  4  3 46 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Odsa        23 bra  RC  5 19 11  7 49 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Zooksonde   21 cro   R  4 16  9  8 39 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Irso        28 eng   L  4 15  9 11 62 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Jhajhors    18 spa   R  3 15  8  9 53 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Ryackowbsu  19 cro   C  3 14 10  8 50 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Evrowclomn  22 saf   R  4 14  9 11 74 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Erstovr     19 eng  RC  4 14 12  6 63 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Mivronhoi   25 bul   L  4 13 10  7 57 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Cheds       22 cam   L  4 11  6  6 48 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Toarsow     23 nig   C  3 10  9 12 40 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Jhach       29 nor   R  3 10 11 11 40 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Ackib       22 isr  RC  3  9 17  9 49 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
V_Cholaemn    23 ger   L  4  9 15  7 51 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Igru        24 cam   C  4  9 15 10 70 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Jhowch      29 nor   C  5  9 13 10 45 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
L_Pridr       27 bra   C  4  9 13 14 52 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Isyab       21 arg   C  5  7 12 11 45 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Ojoibroa    23 ger   L  5  9 12  9 26 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Atra        18 eng   C  5 10 11  9 38 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Ilide       24 usa   R  5  6 11  8 34 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
F_Ilukr       20 cam  RL  4 10 10 12 39 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Hidsurstu   21 saf RLC  4 10 10 14 31 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Tyoeksend   28 den   L  4 12  8 17 49 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Ubtoviks    17 ger   C  3  9  8 17 53 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Amnuabr     21 saf  LC  4 10  9 15 49 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Drebleto    29 bul   C  4 10  6 13 29 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Asyushte    23 ita  LC  4  6  6 13 74 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

