Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
V_Starsabl    17 cam   R 18  5  3  3 44 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Draeks      25 cro  RL 15  4  3  4 42 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Griryack    27 nig  RC 12  3  3  3 37 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Zande       26 saf  LC  4 19  8 10 62 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Orsu        27 cam RLC  4 17 12  7 44 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Hachibt     27 hol   L  4 16  7  9 48 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Arsuadnosh  23 usa   R  3 15  9  9 62 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Ozund       25 bra   R  3 15  9 12 53 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Ubu         23 ita   L  5 15  6 12 72 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Munhurt     20 ire   R  4 13  9 11 31 32 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Husy        17 isr   L  3 12 10 10 71 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Ofem        21 arg   L  5 12  9  6 29 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Artubleny   29 saf   L  4 11 12  9 51 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Tyusht      26 bra   C  3 10  9  7 39 38 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Kowvrirsa   25 fra  RC  5  9 19  9 51 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Bomn        26 ita   C  4  9 19  9 50 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Achaebs     23 usa  LC  5  8 18  7 29 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Jelae       26 arg   L  4 11 16  9 60 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Abtewgroeb  25 saf   R  5  7 15  7 35 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Ronhubsoo   22 ire   C  5  9 15 12 52 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Sonyo       20 aus   C  4  7 15 12 49 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
O_Tyoirt      26 den   R  3  9 14 11 42 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Foimn       22 bra   C  4  6 14 11 33 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Veckaetr    29 cro   L  3  8 13 13 35 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Tyewgondi   28 aus   C  4  7 11 12 50 26 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Jupupr      25 bra   R  5  9  9 18 65 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
G_Ibtoarto    28 ita   C  4 12  9 16 26 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
C_Krityoze    26 den   R  4 10 10 15 59 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Onyosyosht  18 aus  RC  5  7 11 12 52 27 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Unyebro     23 ger   C  4 10 12 12 41 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

