Name         Age Nat Prs St Tk Ps Sh Sm Ag KAb TAb PAb SAb Gam Sav Ktk Kps Sht Gls Ass  DP Inj Sus Fit
------------------------------------------------------------------------------------------------------
P_Abloskoamn  26 jap   C 18  3  4  4 57 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Jhekih      27 eng   L 16  5  3  4 60 36 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
P_Brurstorst  19 spa   C 11  3  4  4 57 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Puckuvr     20 fra   L  4 15  9  7 50 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
D_Ohutu       25 eng   R  5 15  9  9 38 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Tyost       28 aus  RC  4 14  7  9 59 29 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Candua      19 nor   R  3 14 12  9 49 39 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Indi        19 bul   C  3 13  9  7 42 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
S_Umni        22 spa   C  5 13  7  6 64 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
M_Obloblo     27 jap   R  3 13 14  9 74 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Btivr       23 hol   R  4 12  9  9 46 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Z_Gramnerst   21 jap   L  4 11 11  7 44 28 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
Q_Ushtae      27 nig   C  4 11 12  9 69 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Tikozu      23 isr  RC  4  9 13  9 52 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
X_Ozari       25 bra   R  4  9 19  8 64 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Pradroogr   25 nig   C  4 11 19 10 67 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
U_Iprajhoigr  23 nig   C  5  7 17  9 46 21 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
J_Afa         17 ita   C  4 12 17  7 30 31 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Stabroe     23 ita RLC  3 12 15 10 51 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Furs        28 ita   C  4 11 15  8 66 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Jhoabtow    26 hol RLC  4 10 15 11 62 33 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
E_Eshavoa     20 cam   L  4 12 14 11 50 37 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
W_Eshtupra    25 bra   L  3 12 12 12 67 23 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
T_Idraso      17 spa   R  4 10 12  9 63 25 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
H_Huchacku    29 ita   C  5  9 11  9 35 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
N_Sewsht      19 arg   R  4  9  7 19 62 34 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
B_Aheshisy    28 aus   R  4  9 12 15 50 35 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
A_Clivrabs    26 eng   C  4 11 10 13 43 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
K_Kajhert     21 spa   R  5  9 10 12 56 24 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100
I_Brend       17 den   L  5 10  8 12 52 30 300 300 300 300   0   0   0   0   0   0   0   0   0   0 100

